user,objects,qoe,time
38,RedAndBlack_r5_r5_d500,9,2023-03-23-11:32:03+01:00
39,Soldier_r1_r1_d500,6,2023-03-23-12:04:23+01:00
39,Soldier_r3_r3_d125,6,2023-03-23-12:04:38+01:00
39,RedAndBlack_r5_r5_d250,7,2023-03-23-12:05:15+01:00
39,RedAndBlack_r1_r1_d250,5,2023-03-23-12:05:30+01:00
39,RedAndBlack_r3_r3_d500,7,2023-03-23-12:05:45+01:00
39,Soldier_r5_r5_d500,8,2023-03-23-12:06:00+01:00
39,RedAndBlack_r1_r1_d125,5,2023-03-23-12:06:21+01:00
39,Soldier_r3_r3_d250,6,2023-03-23-12:06:38+01:00
39,Soldier_r5_r5_d125,7,2023-03-23-12:06:52+01:00
39,Soldier_r1_r1_d125,3,2023-03-23-12:07:08+01:00
39,RedAndBlack_r3_r3_d250,7,2023-03-23-12:07:23+01:00
39,Soldier_r3_r3_d500,7,2023-03-23-12:07:35+01:00
39,Soldier_r5_r5_d250,8,2023-03-23-12:07:49+01:00
39,RedAndBlack_r3_r3_d125,7,2023-03-23-12:08:03+01:00
39,RedAndBlack_r1_r1_d500,6,2023-03-23-12:08:15+01:00
39,Soldier_r1_r1_d250,4,2023-03-23-12:08:28+01:00
39,RedAndBlack_r5_r5_d125,8,2023-03-23-12:08:43+01:00
39,RedAndBlack_r5_r5_d500,8,2023-03-23-12:08:55+01:00
39,Loot_r1_r3_d500,7,2023-03-23-12:09:18+01:00
39,LongDress_r1_r5_d500,6,2023-03-23-12:09:32+01:00
39,LongDress_r5_r3_d500,6,2023-03-23-12:09:44+01:00
39,LongDress_r3_r5_d500,6,2023-03-23-12:09:58+01:00
39,LongDress_r5_r5_d500,8,2023-03-23-12:10:11+01:00
39,LongDress_r5_r1_d500,6,2023-03-23-12:10:25+01:00
39,Loot_r5_r5_d500,7,2023-03-23-12:10:39+01:00
39,Loot_r5_r3_d500,9,2023-03-23-12:10:53+01:00
39,Loot_r3_r3_d500,8,2023-03-23-12:11:06+01:00
39,LongDress_r3_r3_d500,8,2023-03-23-12:11:20+01:00
39,Loot_r5_r1_d500,6,2023-03-23-12:11:32+01:00
39,Loot_r1_r5_d500,7,2023-03-23-12:11:44+01:00
39,Loot_r3_r5_d500,7,2023-03-23-12:11:56+01:00
39,Loot_r1_r1_d500,6,2023-03-23-12:12:08+01:00
39,LongDress_r1_r1_d500,5,2023-03-23-12:12:21+01:00
39,LongDress_r1_r3_d500,6,2023-03-23-12:12:33+01:00
39,LongDress_r3_r1_d500,6,2023-03-23-12:12:47+01:00
39,Loot_r3_r1_d500,6,2023-03-23-12:12:59+01:00
40,Soldier_r3_r3_d250,6,2023-03-23-12:19:27+01:00
40,RedAndBlack_r1_r1_d250,3,2023-03-23-12:19:44+01:00
40,RedAndBlack_r3_r3_d125,5,2023-03-23-12:20:15+01:00
40,Soldier_r3_r3_d125,5,2023-03-23-12:20:39+01:00
40,Soldier_r1_r1_d250,2,2023-03-23-12:21:00+01:00
40,Soldier_r5_r5_d250,5,2023-03-23-12:21:20+01:00
40,Soldier_r1_r1_d125,1,2023-03-23-12:21:35+01:00
40,RedAndBlack_r3_r3_d250,6,2023-03-23-12:21:51+01:00
40,RedAndBlack_r3_r3_d500,8,2023-03-23-12:22:04+01:00
40,Soldier_r5_r5_d500,9,2023-03-23-12:22:21+01:00
40,Soldier_r5_r5_d125,5,2023-03-23-12:22:41+01:00
40,RedAndBlack_r5_r5_d125,5,2023-03-23-12:22:57+01:00
40,Soldier_r1_r1_d500,3,2023-03-23-12:23:14+01:00
40,Soldier_r3_r3_d500,5,2023-03-23-12:23:29+01:00
40,RedAndBlack_r5_r5_d500,9,2023-03-23-12:23:54+01:00
40,RedAndBlack_r1_r1_d125,5,2023-03-23-12:24:22+01:00
40,RedAndBlack_r1_r1_d500,4,2023-03-23-12:24:37+01:00
40,RedAndBlack_r5_r5_d250,5,2023-03-23-12:24:53+01:00
40,LongDress_r5_r1_d500,5,2023-03-23-12:25:12+01:00
40,Loot_r3_r1_d500,6,2023-03-23-12:25:28+01:00
40,Loot_r5_r3_d500,8,2023-03-23-12:25:43+01:00
40,LongDress_r5_r5_d500,6,2023-03-23-12:26:05+01:00
40,LongDress_r3_r5_d500,6,2023-03-23-12:26:17+01:00
40,LongDress_r1_r3_d500,4,2023-03-23-12:26:33+01:00
40,Loot_r1_r5_d500,6,2023-03-23-12:26:47+01:00
40,Loot_r1_r1_d500,4,2023-03-23-12:27:03+01:00
40,Loot_r1_r3_d500,5,2023-03-23-12:27:21+01:00
40,Loot_r3_r3_d500,7,2023-03-23-12:27:35+01:00
40,LongDress_r3_r1_d500,4,2023-03-23-12:28:12+01:00
40,Loot_r3_r5_d500,7,2023-03-23-12:28:26+01:00
40,Loot_r5_r1_d500,5,2023-03-23-12:28:42+01:00
40,LongDress_r3_r3_d500,5,2023-03-23-12:28:54+01:00
40,LongDress_r1_r1_d500,4,2023-03-23-12:29:10+01:00
40,LongDress_r5_r3_d500,6,2023-03-23-12:29:24+01:00
40,Loot_r5_r5_d500,7,2023-03-23-12:29:41+01:00
40,LongDress_r1_r5_d500,6,2023-03-23-12:29:58+01:00
41,LongDress_r1_r5_d500,7,2023-03-24-11:35:48+01:00
41,LongDress_r1_r1_d500,4,2023-03-24-11:36:28+01:00
41,Loot_r5_r3_d500,6,2023-03-24-11:36:49+01:00
41,Loot_r3_r3_d500,7,2023-03-24-11:37:06+01:00
41,LongDress_r3_r1_d500,5,2023-03-24-11:37:25+01:00
41,Loot_r5_r1_d500,4,2023-03-24-11:37:42+01:00
41,LongDress_r3_r3_d500,7,2023-03-24-11:38:09+01:00
41,LongDress_r5_r5_d500,8,2023-03-24-11:38:27+01:00
41,Loot_r1_r3_d500,5,2023-03-24-11:38:47+01:00
41,Loot_r1_r1_d500,5,2023-03-24-11:39:03+01:00
41,Loot_r5_r5_d500,8,2023-03-24-11:39:24+01:00
41,Loot_r3_r5_d500,7,2023-03-24-11:39:41+01:00
41,Loot_r3_r1_d500,4,2023-03-24-11:40:05+01:00
41,LongDress_r1_r3_d500,5,2023-03-24-11:40:24+01:00
41,LongDress_r3_r5_d500,7,2023-03-24-11:40:40+01:00
41,LongDress_r5_r3_d500,8,2023-03-24-11:40:57+01:00
41,LongDress_r5_r1_d500,4,2023-03-24-11:41:16+01:00
41,Loot_r1_r5_d500,6,2023-03-24-11:41:36+01:00
41,Soldier_r1_r1_d125,2,2023-03-24-11:42:37+01:00
41,Soldier_r3_r3_d500,8,2023-03-24-11:42:59+01:00
41,RedAndBlack_r1_r1_d500,6,2023-03-24-11:43:15+01:00
41,Soldier_r5_r5_d500,8,2023-03-24-11:43:31+01:00
41,RedAndBlack_r1_r1_d250,5,2023-03-24-11:43:51+01:00
41,RedAndBlack_r5_r5_d500,7,2023-03-24-11:44:07+01:00
41,RedAndBlack_r1_r1_d125,4,2023-03-24-11:44:26+01:00
41,Soldier_r3_r3_d125,5,2023-03-24-11:44:39+01:00
41,RedAndBlack_r3_r3_d125,7,2023-03-24-11:44:56+01:00
41,RedAndBlack_r5_r5_d125,7,2023-03-24-11:45:09+01:00
41,Soldier_r3_r3_d250,6,2023-03-24-11:45:27+01:00
41,Soldier_r1_r1_d250,2,2023-03-24-11:45:43+01:00
41,RedAndBlack_r5_r5_d250,8,2023-03-24-11:46:03+01:00
41,Soldier_r5_r5_d250,8,2023-03-24-11:46:16+01:00
41,RedAndBlack_r3_r3_d250,6,2023-03-24-11:46:31+01:00
41,RedAndBlack_r3_r3_d500,8,2023-03-24-11:46:52+01:00
41,Soldier_r5_r5_d125,6,2023-03-24-11:47:09+01:00
41,Soldier_r1_r1_d500,3,2023-03-24-11:47:27+01:00
42,LongDress_r3_r3_d500,6,2023-03-26-13:41:04+02:00
42,LongDress_r5_r5_d500,8,2023-03-26-13:41:29+02:00
42,Loot_r1_r5_d500,9,2023-03-26-13:41:56+02:00
42,LongDress_r3_r1_d500,5,2023-03-26-13:42:22+02:00
42,Loot_r5_r5_d500,8,2023-03-26-13:42:47+02:00
42,LongDress_r1_r1_d500,7,2023-03-26-13:43:09+02:00
42,Loot_r5_r1_d500,5,2023-03-26-13:43:38+02:00
42,LongDress_r3_r5_d500,7,2023-03-26-13:44:00+02:00
42,LongDress_r1_r3_d500,5,2023-03-26-13:44:21+02:00
42,LongDress_r5_r3_d500,6,2023-03-26-13:44:48+02:00
42,Loot_r3_r5_d500,7,2023-03-26-13:45:11+02:00
42,Loot_r1_r3_d500,5,2023-03-26-13:45:27+02:00
42,Loot_r1_r1_d500,6,2023-03-26-13:45:47+02:00
42,LongDress_r1_r5_d500,7,2023-03-26-13:46:04+02:00
42,LongDress_r5_r1_d500,6,2023-03-26-13:46:20+02:00
42,Loot_r3_r1_d500,8,2023-03-26-13:46:40+02:00
42,Loot_r3_r3_d500,9,2023-03-26-13:46:58+02:00
42,Loot_r5_r3_d500,9,2023-03-26-13:47:11+02:00
42,RedAndBlack_r5_r5_d250,10,2023-03-26-13:47:35+02:00
42,Soldier_r3_r3_d125,6,2023-03-26-13:48:01+02:00
42,Soldier_r1_r1_d250,4,2023-03-26-13:48:24+02:00
42,Soldier_r5_r5_d125,9,2023-03-26-13:48:47+02:00
42,RedAndBlack_r1_r1_d500,5,2023-03-26-13:49:08+02:00
42,RedAndBlack_r1_r1_d125,3,2023-03-26-13:49:26+02:00
42,Soldier_r1_r1_d125,2,2023-03-26-13:49:45+02:00
42,RedAndBlack_r5_r5_d500,8,2023-03-26-13:50:04+02:00
42,RedAndBlack_r3_r3_d500,8,2023-03-26-13:50:16+02:00
42,Soldier_r3_r3_d500,9,2023-03-26-13:50:32+02:00
42,Soldier_r5_r5_d250,7,2023-03-26-13:50:51+02:00
42,Soldier_r3_r3_d250,9,2023-03-26-13:51:08+02:00
42,RedAndBlack_r1_r1_d250,6,2023-03-26-13:51:24+02:00
42,RedAndBlack_r3_r3_d250,7,2023-03-26-13:51:38+02:00
42,Soldier_r1_r1_d500,4,2023-03-26-13:51:54+02:00
42,RedAndBlack_r3_r3_d125,8,2023-03-26-13:52:10+02:00
42,Soldier_r5_r5_d500,9,2023-03-26-13:52:24+02:00
42,RedAndBlack_r5_r5_d125,8,2023-03-26-13:52:40+02:00
43,RedAndBlack_r3_r3_d500,6,2023-03-26-14:01:04+02:00
43,Soldier_r3_r3_d125,5,2023-03-26-14:01:18+02:00
43,Soldier_r3_r3_d500,6,2023-03-26-14:01:44+02:00
43,Soldier_r1_r1_d125,4,2023-03-26-14:02:03+02:00
43,RedAndBlack_r5_r5_d250,7,2023-03-26-14:02:19+02:00
43,RedAndBlack_r3_r3_d250,7,2023-03-26-14:02:36+02:00
43,Soldier_r1_r1_d250,4,2023-03-26-14:02:54+02:00
43,RedAndBlack_r5_r5_d125,5,2023-03-26-14:03:07+02:00
43,RedAndBlack_r1_r1_d500,5,2023-03-26-14:03:19+02:00
43,Soldier_r5_r5_d500,4,2023-03-26-14:03:34+02:00
43,Soldier_r5_r5_d125,5,2023-03-26-14:03:51+02:00
43,RedAndBlack_r3_r3_d125,5,2023-03-26-14:04:04+02:00
43,RedAndBlack_r1_r1_d250,5,2023-03-26-14:04:15+02:00
43,Soldier_r5_r5_d250,7,2023-03-26-14:04:30+02:00
43,RedAndBlack_r1_r1_d125,4,2023-03-26-14:04:44+02:00
43,Soldier_r1_r1_d500,3,2023-03-26-14:04:57+02:00
43,RedAndBlack_r5_r5_d500,4,2023-03-26-14:05:09+02:00
43,Soldier_r3_r3_d250,3,2023-03-26-14:05:22+02:00
43,LongDress_r5_r1_d500,3,2023-03-26-14:05:42+02:00
43,Loot_r3_r1_d500,3,2023-03-26-14:05:54+02:00
43,Loot_r1_r1_d500,3,2023-03-26-14:06:06+02:00
43,Loot_r5_r1_d500,3,2023-03-26-14:06:18+02:00
43,LongDress_r3_r5_d500,4,2023-03-26-14:06:31+02:00
43,Loot_r5_r5_d500,4,2023-03-26-14:06:42+02:00
43,Loot_r3_r5_d500,4,2023-03-26-14:06:56+02:00
43,Loot_r5_r3_d500,4,2023-03-26-14:07:07+02:00
43,LongDress_r5_r3_d500,3,2023-03-26-14:07:21+02:00
43,LongDress_r3_r1_d500,4,2023-03-26-14:07:34+02:00
43,LongDress_r1_r3_d500,3,2023-03-26-14:07:46+02:00
43,LongDress_r1_r1_d500,2,2023-03-26-14:08:00+02:00
43,Loot_r1_r5_d500,1,2023-03-26-14:08:13+02:00
43,LongDress_r5_r5_d500,1,2023-03-26-14:08:24+02:00
43,LongDress_r1_r5_d500,1,2023-03-26-14:08:36+02:00
43,LongDress_r3_r3_d500,2,2023-03-26-14:08:48+02:00
43,Loot_r3_r3_d500,3,2023-03-26-14:09:00+02:00
43,Loot_r1_r3_d500,1,2023-03-26-14:09:12+02:00
44,Soldier_r5_r5_d500,8,2023-03-27-09:08:08+02:00
44,RedAndBlack_r3_r3_d250,6,2023-03-27-09:08:23+02:00
44,RedAndBlack_r1_r1_d125,4,2023-03-27-09:08:37+02:00
44,RedAndBlack_r5_r5_d250,6,2023-03-27-09:08:51+02:00
44,RedAndBlack_r5_r5_d500,8,2023-03-27-09:09:05+02:00
44,Soldier_r1_r1_d125,3,2023-03-27-09:09:20+02:00
44,Soldier_r5_r5_d250,6,2023-03-27-09:09:34+02:00
44,Soldier_r5_r5_d125,8,2023-03-27-09:09:47+02:00
44,RedAndBlack_r5_r5_d125,7,2023-03-27-09:10:01+02:00
44,Soldier_r3_r3_d125,5,2023-03-27-09:10:19+02:00
44,Soldier_r3_r3_d250,6,2023-03-27-09:10:32+02:00
44,RedAndBlack_r3_r3_d500,6,2023-03-27-09:10:48+02:00
44,Soldier_r3_r3_d500,5,2023-03-27-09:11:00+02:00
44,RedAndBlack_r3_r3_d125,5,2023-03-27-09:11:12+02:00
44,RedAndBlack_r1_r1_d500,4,2023-03-27-09:11:26+02:00
44,RedAndBlack_r1_r1_d250,3,2023-03-27-09:11:40+02:00
44,Soldier_r1_r1_d250,2,2023-03-27-09:11:52+02:00
44,Soldier_r1_r1_d500,2,2023-03-27-09:12:08+02:00
44,LongDress_r1_r5_d500,5,2023-03-27-09:12:30+02:00
44,LongDress_r3_r3_d500,5,2023-03-27-09:12:43+02:00
44,LongDress_r5_r5_d500,5,2023-03-27-09:12:55+02:00
44,LongDress_r3_r5_d500,4,2023-03-27-09:13:10+02:00
44,LongDress_r5_r1_d500,4,2023-03-27-09:13:23+02:00
44,Loot_r1_r1_d500,6,2023-03-27-09:13:37+02:00
44,Loot_r3_r3_d500,6,2023-03-27-09:13:55+02:00
44,Loot_r1_r3_d500,6,2023-03-27-09:14:09+02:00
44,Loot_r5_r3_d500,7,2023-03-27-09:14:22+02:00
44,Loot_r3_r5_d500,7,2023-03-27-09:14:35+02:00
44,LongDress_r3_r1_d500,5,2023-03-27-09:14:49+02:00
44,LongDress_r1_r1_d500,5,2023-03-27-09:15:00+02:00
44,LongDress_r5_r3_d500,6,2023-03-27-09:15:13+02:00
44,Loot_r5_r1_d500,4,2023-03-27-09:15:26+02:00
44,Loot_r3_r1_d500,5,2023-03-27-09:15:39+02:00
44,LongDress_r1_r3_d500,5,2023-03-27-09:15:50+02:00
44,Loot_r5_r5_d500,7,2023-03-27-09:16:03+02:00
44,Loot_r1_r5_d500,5,2023-03-27-09:16:19+02:00
46,RedAndBlack_r5_r5_d500,8,2023-03-28-15:36:27+02:00
46,RedAndBlack_r1_r1_d500,4,2023-03-28-15:36:41+02:00
46,RedAndBlack_r5_r5_d125,5,2023-03-28-15:36:53+02:00
46,RedAndBlack_r1_r1_d125,1,2023-03-28-15:37:09+02:00
46,Soldier_r5_r5_d250,6,2023-03-28-15:37:34+02:00
46,RedAndBlack_r5_r5_d250,6,2023-03-28-15:37:48+02:00
46,Soldier_r5_r5_d125,4,2023-03-28-15:38:02+02:00
46,Soldier_r3_r3_d125,2,2023-03-28-15:38:16+02:00
46,RedAndBlack_r1_r1_d250,1,2023-03-28-15:38:29+02:00
46,Soldier_r3_r3_d500,5,2023-03-28-15:38:46+02:00
46,Soldier_r3_r3_d250,4,2023-03-28-15:38:59+02:00
46,Soldier_r1_r1_d125,1,2023-03-28-15:39:12+02:00
46,RedAndBlack_r3_r3_d500,6,2023-03-28-15:39:27+02:00
46,Soldier_r1_r1_d250,2,2023-03-28-15:39:42+02:00
46,RedAndBlack_r3_r3_d125,3,2023-03-28-15:39:54+02:00
46,Soldier_r1_r1_d500,2,2023-03-28-15:40:09+02:00
46,Soldier_r5_r5_d500,6,2023-03-28-15:40:25+02:00
46,RedAndBlack_r3_r3_d250,4,2023-03-28-15:40:41+02:00
46,LongDress_r5_r5_d500,8,2023-03-28-15:41:03+02:00
46,LongDress_r5_r1_d500,6,2023-03-28-15:41:17+02:00
46,Loot_r5_r1_d500,7,2023-03-28-15:41:30+02:00
46,Loot_r5_r5_d500,9,2023-03-28-15:41:43+02:00
46,Loot_r1_r5_d500,6,2023-03-28-15:41:59+02:00
46,Loot_r1_r1_d500,5,2023-03-28-15:42:19+02:00
46,Loot_r3_r3_d500,7,2023-03-28-15:42:32+02:00
46,LongDress_r1_r5_d500,8,2023-03-28-15:42:45+02:00
46,LongDress_r1_r1_d500,5,2023-03-28-15:43:03+02:00
46,LongDress_r3_r3_d500,6,2023-03-28-15:43:17+02:00
46,LongDress_r5_r3_d500,6,2023-03-28-15:43:29+02:00
46,Loot_r3_r1_d500,2,2023-03-28-15:43:42+02:00
46,LongDress_r1_r3_d500,7,2023-03-28-15:43:56+02:00
46,Loot_r3_r5_d500,8,2023-03-28-15:44:08+02:00
46,LongDress_r3_r1_d500,3,2023-03-28-15:44:23+02:00
46,Loot_r1_r3_d500,6,2023-03-28-15:44:37+02:00
46,Loot_r5_r3_d500,6,2023-03-28-15:44:48+02:00
46,LongDress_r3_r5_d500,6,2023-03-28-15:45:00+02:00
48,RedAndBlack_r5_r5_d500,6,2023-03-29-14:25:02+02:00
48,Soldier_r1_r1_d500,3,2023-03-29-14:25:45+02:00
48,RedAndBlack_r3_r3_d250,6,2023-03-29-14:26:04+02:00
48,RedAndBlack_r5_r5_d125,6,2023-03-29-14:26:20+02:00
48,Soldier_r5_r5_d125,6,2023-03-29-14:26:38+02:00
48,Soldier_r1_r1_d250,3,2023-03-29-14:27:05+02:00
48,RedAndBlack_r1_r1_d500,5,2023-03-29-14:27:23+02:00
48,Soldier_r3_r3_d125,5,2023-03-29-14:27:35+02:00
48,Soldier_r5_r5_d500,7,2023-03-29-14:27:56+02:00
48,Soldier_r3_r3_d500,7,2023-03-29-14:28:10+02:00
48,Soldier_r3_r3_d250,6,2023-03-29-14:28:25+02:00
48,RedAndBlack_r1_r1_d250,3,2023-03-29-14:28:42+02:00
48,Soldier_r1_r1_d125,1,2023-03-29-14:28:58+02:00
48,RedAndBlack_r5_r5_d250,7,2023-03-29-14:29:21+02:00
48,RedAndBlack_r1_r1_d125,1,2023-03-29-14:29:38+02:00
48,RedAndBlack_r3_r3_d500,6,2023-03-29-14:29:59+02:00
48,RedAndBlack_r3_r3_d125,6,2023-03-29-14:30:11+02:00
48,Soldier_r5_r5_d250,8,2023-03-29-14:30:27+02:00
48,LongDress_r1_r5_d500,8,2023-03-29-14:30:50+02:00
48,LongDress_r3_r3_d500,7,2023-03-29-14:31:08+02:00
48,LongDress_r3_r5_d500,8,2023-03-29-14:31:24+02:00
48,LongDress_r1_r1_d500,2,2023-03-29-14:31:49+02:00
48,LongDress_r1_r3_d500,4,2023-03-29-14:32:04+02:00
48,Loot_r3_r5_d500,8,2023-03-29-14:32:24+02:00
48,Loot_r5_r3_d500,8,2023-03-29-14:32:36+02:00
48,Loot_r3_r1_d500,4,2023-03-29-14:32:54+02:00
48,Loot_r1_r3_d500,3,2023-03-29-14:33:08+02:00
48,LongDress_r5_r3_d500,7,2023-03-29-14:33:25+02:00
48,LongDress_r5_r1_d500,3,2023-03-29-14:33:48+02:00
48,Loot_r3_r3_d500,6,2023-03-29-14:34:06+02:00
48,LongDress_r5_r5_d500,9,2023-03-29-14:34:22+02:00
48,Loot_r1_r5_d500,5,2023-03-29-14:34:44+02:00
48,Loot_r5_r5_d500,7,2023-03-29-14:35:00+02:00
48,Loot_r1_r1_d500,2,2023-03-29-14:35:19+02:00
48,LongDress_r3_r1_d500,1,2023-03-29-14:35:32+02:00
